genome_id,superkingdom,phylum,class,order,family,genus,species
GB_GCA_903928325.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,Rhodoferax sp903928325
GB_GCA_003216295.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_B,Prochlorococcus_B sp003216295
RS_GCF_000725285.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Virgibacillus,Virgibacillus sp000725285
GB_GCA_012033355.1,Bacteria,Cyanobacteria,Cyanobacteriia,Elainellales,Elainellaceae,JAAUTN01,JAAUTN01 sp012033355
RS_GCF_000169095.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Lyngbya,Lyngbya sp000169095
RS_GCF_002407025.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus lautus_A
GB_GCA_903837815.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,OLB14,OLB14 sp903837815
GB_GCA_003213275.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003213275
GB_GCA_003281525.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281525
RS_GCF_010365285.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_Z,Paenibacillus_Z sp010365285
GB_GCA_013698215.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsidaceae,Aliterella,Aliterella sp013698215
GB_GCA_903948045.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,Rhodoferax sp903948045
RS_GCF_002264395.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp002264395
GB_GCA_010692395.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Moorea,Moorea sp010692395
RS_GCF_000091545.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus thermophilus
GB_GCA_001858525.1,Bacteria,Cyanobacteria,Vampirovibrionia,Vampirovibrionales,Vampirovibrionaceae,Vampirovibrio,Vampirovibrio chlorellavorus
GB_GCA_012031035.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Hydrococcus,Hydrococcus sp012031035
RS_GCF_013141765.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_S,Paenibacillus_S sp013141765
GB_GCA_902518475.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902518475
GB_GCA_002774355.1,Bacteria,Marinisomatota,UBA2242,UBA2242,UBA2242,0-14-0-20-45-22,0-14-0-20-45-22 sp002774355
RS_GCF_005280735.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,Trinickia sp005280735
GB_GCA_902388735.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp902388735
RS_GCF_902833045.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp902833045
RS_GCF_000316035.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp000316035
RS_GCF_013177315.1,Bacteria,Cyanobacteria,Cyanobacteriia,Elainellales,Elainellaceae,O-77,O-77 sp013177315
GB_GCA_014637345.1,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Kroppenstedtia,Kroppenstedtia guangzhouensis
GB_GCA_902623195.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902623195
RS_GCF_001420715.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,Bacillaceae_C,Margalitia,Margalitia shackletonii
RS_GCF_900105345.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_E,Arthrobacter_E woluwensis
GB_GCA_010672925.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,SIO2C1,SIO2C1 sp010672925
GB_GCA_002405805.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Zag111,Zag111 sp002405805
RS_GCF_013393945.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Trichormus,Trichormus sp013393945
RS_GCF_004614195.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp004614195
RS_GCF_900129355.1,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Seinonella,Seinonella peptonophila
RS_GCF_900996235.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp900996235
GB_GCA_005880395.1,Bacteria,Dormibacterota,Dormibacteria,CF-121,CF-121,CF-13,CF-13 sp005880395
GB_GCA_014382605.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,NIOZ-UU35,NIOZ-UU35 sp014382605
RS_GCF_000159955.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A sp000159955
GB_GCA_011391125.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,JAABRE01,JAABRE01,JAABRE01 sp011391125
GB_GCA_902622625.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902622625
GB_GCA_012030715.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-7336,JA-3-3Ab,JAAUUJ01,JAAUUJ01 sp012030715
GB_GCA_012729355.1,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA10908,UBA10908 sp012729355
RS_GCF_002008315.2,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp002008315
RS_GCF_900101265.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp900101265
RS_GCF_000332155.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Kamptonema,Kamptonema formosum
RS_GCF_001767235.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Moorea,Moorea producens_A
RS_GCF_000744175.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus tengchongensis
RS_GCF_002105195.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Derxia,Derxia lacustris
GB_GCA_007693955.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Gloeocapsaceae,Gloeocapsa,Gloeocapsa sp007693955
GB_GCA_003105035.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,FEB-25,FEB-25 sp003105035
GB_GCA_012026785.1,Bacteria,Chloroflexota,Ellin6529,CSP1-4,CSP1-4,UBA5189,UBA5189 sp012026785
GB_GCA_008681155.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1417,UBA1417 sp003531055
RS_GCF_000499205.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp000499205
GB_GCA_003216415.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003216415
GB_GCA_014379705.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,SCN-70-22,SCN-70-22 sp014379705
RS_GCF_014190805.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Flexivirga,Flexivirga oryzae
RS_GCF_900751745.1,Bacteria,Firmicutes_A,Clostridia_A,Christensenellales,QAND01,UMGS1975,UMGS1975 sp900751745
GB_GCA_000405345.1,Bacteria,Caldatribacteriota,JS1,SB-45,34-128,34-128,34-128 sp000405345
RS_GCF_011383005.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Phycicoccus,Phycicoccus sp011383005
GB_GCA_012516075.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,JAAYXE01,JAAYXE01 sp012516075
RS_GCF_013177695.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp013177695
GB_GCA_003527145.1,Bacteria,Firmicutes_A,Clostridia,Lutisporales,Lutisporaceae,UBA7994,UBA7994 sp003527145
GB_GCA_002718655.1,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-002718655,GCA-002718655 sp002718655
RS_GCF_009664975.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp009664975
RS_GCF_002741055.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus ihbetae
RS_GCF_900230185.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp900230185
RS_GCF_000430995.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Caloramatoraceae,Thermobrachium,Thermobrachium celere
GB_GCA_012033255.1,Bacteria,Cyanobacteria,Cyanobacteriia,Elainellales,Elainellaceae,JAAUSF01,JAAUSF01 sp012033255
RS_GCF_900177725.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia susongensis
GB_GCA_004321745.1,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,TMED80,TMED80 sp002170405
GB_GCA_005888955.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Casimicrobiaceae,PALSA-1003,PALSA-1003 sp005888955
RS_GCF_001274945.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Viridibacillus,Viridibacillus arvi
RS_GCF_003336745.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus caldifontis
GB_GCA_902765655.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA2813,UBA2813 sp902765655
RS_GCF_001402795.1,Bacteria,Cyanobacteria,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp001402795
GB_GCA_001770935.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,Rhodoferax sp001770935
GB_GCA_011053775.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,UBA4045,UBA4045 sp011053775
GB_GCA_003278925.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003278925
GB_GCA_003215795.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp003215795
GB_GCA_013299185.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus,Microcoleus sp013299185
RS_GCF_002240225.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A physcomitrellae
GB_GCA_014382465.1,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,J029,J029 sp014382465
GB_GCA_902573565.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902573565
RS_GCF_004614185.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia arenosa
GB_GCA_002452555.1,Bacteria,Marinisomatota,AB16,AB16,46-47,46-47,46-47 sp002452555
RS_GCF_012033695.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp012033695
RS_GCF_013359945.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp013359945
GB_GCA_002068815.1,Bacteria,Firmicutes_A,Clostridia_A,Christensenellales,CAG-74,HGM11575,HGM11575 sp002068815
RS_GCF_014279995.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp001631935
RS_GCF_009725165.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A woosongensis
GB_GCA_903894475.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,Rhodoferax sp903894475
GB_GCA_902520485.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902520485
RS_GCF_001956215.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,Cytobacillus sp001956215
RS_GCF_902459555.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea horticolens
GB_GCA_009783495.1,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA4068,WRDJ01,WRDJ01 sp009783495
RS_GCF_000175855.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Raphidiopsis,Raphidiopsis brookii
RS_GCF_009695585.1,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,Anaerovibrio sp004553105
RS_GCF_001180285.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A marinus_C
GB_GCA_001509335.1,Bacteria,Marinisomatota,AB16,AB16,46-47,46-47,46-47 sp001509335
GB_GCA_003243965.1,Bacteria,Chloroflexota,Ellin6529,QHBO01,QHBO01,QHBO01,QHBO01 sp003243965
GB_GCA_003327455.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,NAK19,NAK19 sp003327455
RS_GCF_900142845.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phenazinium_A
RS_GCF_014304815.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp001632165
RS_GCF_001486585.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A senegalimassiliensis
GB_GCA_001873365.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Planktothrix,Planktothrix sp001873365
GB_GCA_902565645.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarina,Actinomarina sp902565645
RS_GCF_001404335.1,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes contortus_B
GB_GCA_002256145.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans_A,Limnohabitans_A sp002256145
RS_GCF_006542275.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus brassicae
GB_GCA_005776395.1,Bacteria,Bdellovibrionota,FAC87,UBA2466,UBA2466,UBA2466,UBA2466 sp005776395
RS_GCF_001544535.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia choica
RS_GCF_000993825.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus durus_B
GB_GCA_011362695.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12294,UBA12294 sp011362695
RS_GCF_001262605.1,Bacteria,Firmicutes_A,Clostridia,Acetivibrionales,Acetivibrionaceae,Pseudobacteroides,Pseudobacteroides cellulosolvens
GB_GCA_003279845.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003279845
GB_GCA_013816505.1,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,JACDEG01,JACDEG01 sp013816505
RS_GCF_000972785.3,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea oxalativorans
GB_GCA_003222085.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,AG41,AG41 sp003222085
RS_GCF_001307155.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E fluorescens_E
GB_GCA_003484265.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,UBA12294,UBA12294 sp003484265
RS_GCF_010119935.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_Z,Paenibacillus_Z sp010119935
GB_GCA_014639255.1,Bacteria,Firmicutes,Bacilli,Bacillales_G,Sporolactobacillaceae,Pullulanibacillus,Pullulanibacillus pueri
RS_GCF_003337375.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_C,Paenibacillus_C prosopidis
GB_GCA_013297675.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chamaesiphonaceae,JAAFHZ01,JAAFHZ01 sp013297675
GB_GCA_003216435.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,AG-402-N21,AG-402-N21 sp003216435
RS_GCF_013409255.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp000745015
GB_GCA_007121975.1,Bacteria,Actinobacteriota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,SKJO01,SKJO01 sp007121975
GB_GCA_003281685.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281685
GB_GCA_003697135.1,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,J014,J014 sp003697135
GB_GCA_005883615.1,Bacteria,Chloroflexota,Ellin6529,CSP1-4,CSP1-4,CF-16,CF-16 sp005883615
RS_GCF_002914525.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium hidalgonense
RS_GCF_006715485.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp006715485
RS_GCF_900155685.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A bouchesdurhonensis
RS_GCF_001547525.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia anthina_A
RS_GCF_002863585.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,DSM-1321,Bacillus_AI,Bacillus_AI deserti
RS_GCF_009765705.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,LMUX01,LMUX01 sp009765705
GB_GCA_012031475.1,Bacteria,Cyanobacteria,Cyanobacteriia,Elainellales,Elainellaceae,JAAUTJ01,JAAUTJ01 sp012031475
GB_GCA_014377155.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,CAILRJ01,CAILRJ01 sp014377155
GB_GCA_003214315.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003214315
RS_GCF_000422505.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_D,Paenibacillus_D pinihumi
GB_GCA_003209415.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003209415
GB_GCA_013695255.1,Bacteria,Chloroflexota,Ellin6529,CSP1-4,CSP1-4,JACDAV01,JACDAV01 sp013695255
GB_GCA_005880165.1,Bacteria,Chloroflexota,Ellin6529,QHBO01,QHBO01,CF-82,CF-82 sp005880165
RS_GCF_002531825.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp002531825
GB_GCA_003221045.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,AG41,AG41 sp003221045
RS_GCF_900009265.2,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Planktothrix,Planktothrix paucivesiculata
RS_GCF_000429825.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,Cohnella thermotolerans
RS_GCF_014200175.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium lentis
RS_GCF_000311725.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,DSM-18226,Robertmurraya,Robertmurraya massiliosenegalensis
GB_GCA_002691785.1,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-2691785,GCA-2691785 sp002691785
RS_GCF_002003465.1,Bacteria,Firmicutes,Bacilli,Bacillales_G,Sporolactobacillaceae,Caenibacillus,Caenibacillus caldisaponilyticus
GB_GCA_903928445.1,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,RGVZ01,CAIYRB01,CAIYRB01 sp903928445
RS_GCF_902459725.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea eparura
RS_GCF_000374925.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_I,Arthrobacter_I sp000374925
RS_GCF_014279815.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp014279815
RS_GCF_000585395.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus sacchari
GB_GCA_003221825.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,20CM-2-65-7,20CM-2-65-7 sp003221825
RS_GCF_000430045.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Calidithermus,Calidithermus chliarophilus
RS_GCF_002573715.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp002573715
RS_GCF_902499115.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia diffusa
RS_GCF_000767615.3,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pnomenusa
GB_GCA_003281715.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281715
GB_GCA_013299165.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus,Microcoleus sp013299165
RS_GCF_001187725.1,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus reuszeri
RS_GCF_014207375.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,MA-N2,MA-N2 sp014207375
GB_GCA_902624085.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902624085
RS_GCF_000012645.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A marinus_L
RS_GCF_003217775.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_AB,Paenibacillus_AB flagellatus
RS_GCF_900101225.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp900101225
RS_GCF_902726655.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus,Lentibacillus sp902726655
GB_GCA_001515955.1,Bacteria,Firmicutes_A,Clostridia,Lutisporales,Lutisporaceae,BRH-c25,BRH-c25 sp001515955
RS_GCF_001559865.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,MCWD3,Abyssisolibacter,Abyssisolibacter fermentans
RS_GCF_003853705.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp003853705
GB_GCA_002402275.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,UBA4823,UBA4823 sp002402275
RS_GCF_000190555.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus proteolyticus
RS_GCF_002844575.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,Bacillaceae_C,Margalitia,Margalitia camelliae
GB_GCA_003641425.1,Bacteria,Zixibacteria,MSB-5A5,GN15,PGXB01,PGXB01,PGXB01 sp003641425
GB_GCA_903842345.1,Bacteria,Myxococcota,UBA9042,UBA9042,UBA9042,CAIYBN01,CAIYBN01 sp903842345
GB_GCA_003541445.1,Bacteria,Firmicutes_E,DTU015,UBA9673,UBA9673,UBA9673,UBA9673 sp003541445
RS_GCF_003368325.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caffeinilytica
GB_GCA_003846445.1,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus_A
GB_GCA_012797915.1,Bacteria,Zixibacteria,MSB-5A5,GN15,JAAZOE01,JAAZOE01,JAAZOE01 sp012797915
RS_GCF_014212135.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,Cohnella thailandensis
GB_GCA_009842505.1,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,LS-SOB,VYFG01,VYFG01 sp009842505
RS_GCF_000317125.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis thermalis
GB_GCA_009928125.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans_A,Limnohabitans_A sp009928125
RS_GCF_001180265.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A marinus_H
GB_GCA_012797975.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA4781,UBA4781 sp012797975
RS_GCF_002760665.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia psychrophila
